Line Number	Verse Reference	Word	Matched Variation	Verse Match?	Area Match?	Full Line
35331	ΜΑΚΚΑΒΑΙΩΝ Α 14:43	περιβάληται	περιβάλληται	Yes	No	\vs{43}καὶ ὅπως μέλοι αὐτῷ περὶ τῶν ἁγίων, καὶ ὅπως ἀκούηται ὑπὸ πάντων, καὶ ὅπως γράφωνται ἐπὶ τῷ ὀνόματι αὐτοῦ πᾶσαι συγγραφαὶ ἐν τῇ χώρᾳ, καὶ ὅπως περιβάληται πορφύραν, καὶ χρυσοφορῇ.
35491	ΜΑΚΚΑΒΑΙΩΝ Β 1:36	Νεφθαεί	νεφθαι	Yes	No	\vs{36}Προσηγόρευσαν δὲ οἱ περὶ τὸν Νεεμίαν τοῦτο Νέφθαρ, ὃ διερμηνεύεται Καθαρισμός· καλεῖται δὲ παρὰ τοῖς πολλοῖς Νεφθαεί.
35510	ΜΑΚΚΑΒΑΙΩΝ Β 2:13	ἀναθημάτων	ἀναθεμάτων	Yes	No	\vs{13}Ἐξηγοῦντο δὲ καὶ ἐν ταῖς ἀναγραφαῖς, καὶ ἐν τοῖς ὑπομνηματισμοῖς τοῖς κατὰ τὸν Νεεμίαν τὰ αὐτά, καὶ ὡς καταβαλλόμενος βιβλιοθήκην, ἐπισυνήγαγε τὰ περὶ τῶν βασιλέων καὶ προφητῶν, καὶ τὰ τοῦ Δαυεὶδ, καὶ ἐπιστολὰς βασιλέων περὶ ἀναθημάτων.
35531	ΜΑΚΚΑΒΑΙΩΝ Β 2:30	καταμέρος	κατὰ μέρος	Yes	No	\vs{30}Τὸ μὲν ἐμβατεύειν, καὶ περί πάντων ποιεῖσθαι λόγον καὶ πολυπραγμονεῖν ἐν τοῖς καταμέρος, τῷ τῆς ἱστορίας ἀρχηγέτῃ καθήκει·
35553	ΜΑΚΚΑΒΑΙΩΝ Β 3:13	ἀναληπτέα	ἀναλημπτέα	Yes	No	\vs{13}Ὁ δὲ Ἡλιόδωρος διʼ ἃς εἶχε βασιλικὰς ἐντολὰς, πάντως ἔλεγεν εἰς τὸ βασιλικὸν ἀναληπτέα ταῦτα εἶναι.
35572	ΜΑΚΚΑΒΑΙΩΝ Β 3:26	προεφάνησαν	προσεφάνησαν	Yes	No	\vs{26}Ἕτεροι δὲ δύο προεφάνησαν αὐτῷ νεανίαι, τῇ ῥώμῃ μὲν ἐκπρεπεῖς, κάλλιστοι δὲ τῇ δόξῃ, διαπρεπεῖς δὲ τὴν περιβολήν· οἳ καὶ παρασταντες ἐξ ἑκατέρου μέρους, ἐμαστίγουν αὐτὸν ἀδιαλείπτως, πολλὰς ἐπιῤῥιπτοῦντες αὐτῷ πληγάς.
35583	ΜΑΚΚΑΒΑΙΩΝ Β 3:34	διάγγελε	διάγγελλε	Yes	No	\vs{34}Σὺ δὲ ὑπʼ αὐτοῦ μεμαστιγωμένος διάγγελε πᾶσι τὸ μεγαλεῖον τοῦ Θεοῦ κράτος· ταῦτα δὲ εἰπόντες ἀφανεῖς ἐγένοντο.
35612	ΜΑΚΚΑΒΑΙΩΝ Β 4:14	πρόκλησιν	πρόσκλησιν	Yes	No	\vs{14}ὥστε μηκέτι περὶ τὰς τοῦ θυσιαστηρίου λειτουργίας προθύμους εἶναι τοὺς ἱερεῖς, ἀλλὰ τοῦ μὲν ναοῦ καταφρονοῦντες, καὶ τῶν θυσιῶν ἀμελοῦντες ἔσπευδον μετέχειν τῆς ἐν παλαίστρᾳ παρανόμου χορηγίας, μετὰ τὴν τοῦ δίσκου πρόκλησιν.
35620	ΜΑΚΚΑΒΑΙΩΝ Β 4:20	τριήρων	τριηρέων	Yes	No	\vs{20}Ἔπεμψεν οὖν ταῦτα, διὰ μὲν τὸν ἀποστείλαντα εἰς τὴν τοῦ Ἡρακλέους θυσίαν, ἕνεκεν δὲ τῶν παρακομιζόντων, εἰς τὰς τῶν τριήρων κατασκευάς.
35651	ΜΑΚΚΑΒΑΙΩΝ Β 4:41	Συνιδότες	συνειδότες	Yes	No	\vs{41}Συνιδότες δὲ καὶ τὴν ἐπίθεσιν τοῦ Λυσιμάχου, συναρπάσαντες οἱ μὲν πέτρους, οἱ δὲ ξύλων πάχη, τινὲς δὲ ἐκ τῆς παρακειμένης σποδοῦ δρασσόμενοι, φύρδην ἐνετίνασσον εἰς τοὺς περὶ τὸν Λυσίμαχον.
35688	ΜΑΚΚΑΒΑΙΩΝ Β 5:18	προενέχεσθαι	προσενέχεσθαι	Yes	No	\vs{18}Εἰ δὲ μὴ συνέβαινε προενέχεσθαι πολλοῖς ἁμαρτήμασι, καθάπερ ὁ Ἡλιόδωρος ὁ πεμφθεὶς ὑπὸ Σελεύκου τοῦ βασιλέως ἐπὶ τὴν ἐπίσκεψιν τοῦ γαζοφυλακίου, οὗτος προαχθεὶς παραχρῆμα μαστιγωθεὶς ἀνετράπη τοῦ θράσους.
35738	ΜΑΚΚΑΒΑΙΩΝ Β 6:24	ἐννενηκονταετῆ	ἐνενηκονταετῆ	Yes	No	\vs{24}Οὐ γὰρ τῆς ἡμετέρας ἡλικίας ἄξιόν ἐστιν ὑποκριθῆναι, ἵνα πολλοὶ τῶν νέων ὑπολαβόντες Ἐλεάζαρον τὸν ἐννενηκονταετῆ μεταβεβηκέναι εἰς ἀλλοφυλισμόν,
35739	ΜΑΚΚΑΒΑΙΩΝ Β 6:25	κατακτήσομαι	κατακτήσωμαι	Yes	No	\vs{25}καὶ αὐτοὶ διὰ τὴν ἐμὴν ὑπόκρισιν, καὶ διὰ τὸ μικρὸν καὶ ἀκαριαῖον ζῇν πλανηθῶσι διʼ ἐμέ, καὶ μῦσος καὶ κηλίδα τοῦ γήρως κατακτήσομαι.
35755	ΜΑΚΚΑΒΑΙΩΝ Β 7:4	μετρὸς	μητρὸς	Yes	No	\vs{4}Τῶν δὲ ἐκπυρωθέντων, παραχρῆμα τὸν γενόμενον αὐτῶν προήγορον προσέταξε γλωσσοτομεῖν, καὶ περισκυθίσαντας ἀκρωτηριάζειν, τῶν λοιπῶν ἀδελφῶν, καὶ τῆς μετρὸς, συνορώντων.
35770	ΜΑΚΚΑΒΑΙΩΝ Β 7:14	γεννόμενος	γενόμενος	Yes	No	\vs{14}Καὶ γεννόμενος πρὸς τὸ τελευτᾷν, οὕτως ἔφη, αἱρετὸν μεταλλάσσοντας ὑπʼ ἀνθρώπων τὰς ὑπὸ τοῦ Θεοῦ προσδοκᾷν ἐλπίδας, πάλιν ἀναστήσεσθαι ὑπʼ αὐτοῦ· σοὶ μὲν γὰρ ἀνάστασις εἰς ζωὴν οὐκ ἔσται.
35793	ΜΑΚΚΑΒΑΙΩΝ Β 7:30	καταλεγούσης	καταληγούσης	Yes	No	\vs{30}Ἔτι δὲ ταύτης καταλεγούσης ὁ νεανίας εἶπε, τίνα μένετε; οὐχ ὑπακούω τοῦ προστάγματος τοῦ βασιλέως· τοῦ δὲ προστάγματος ἀκούω τοῦ νόμου τοῦ δοθέντος τοῖς πατράσιν ἡμῶν διὰ Μωυσέως.
35801	ΜΑΚΚΑΒΑΙΩΝ Β 7:36	ἀεννάου	ἀενάου	Yes	No	\vs{36}Οἱ μὲν γὰρ νῦν ἡμέτεροι ἀδελφοὶ βραχὺν ὑπενέγκαντες πόνον, ἀεννάου ζωῆς ὑπὸ διαθήκην Θεοῦ πεπτώκασι· σὺ δὲ τῇ τοῦ Θεοῦ κρίσει δίκαια τὰ πρόστιμα τῆς ὑπετηφανίας ἀποίσῃ.
35836	ΜΑΚΚΑΒΑΙΩΝ Β 8:16	πολυπληθίαν	πολυπλήθειαν	Yes	No	\vs{16}Συναγαγὼν δὲ ὁ Μακκαβαῖος τοὺς περὶ αὐτὸν ὄντας τὸν ἀριθμὸν ἑξακισχιλίους, παρεκάλει μὴ καταπλαγῆναι τοὺς πολεμίους, μηδὲ εὐλαβεῖσθαι τὴν τῶν ἀδίκως παραγινομένων ἐπʼ αὐτοὺς ἐθνῶν πολυπληθίαν, ἀγωνίσασθαι δὲ γενναίως,
35928	ΜΑΚΚΑΒΑΙΩΝ Β 10:13	παρέκαστα	παρ ἕκαστα	Yes	No	\vs{13}Ὅθεν κατηγορούμενος ὑπὸ τῶν φίλων πρὸς τὸν Εὐπάτορα, καὶ προδότης παρέκαστα ἀκούων, διὰ τὸ τὴν Κύπρον ἐμπιστευθέντα ὑπὸ τοῦ Φιλομήτορος ἐκλιπεῖν, καὶ πρὸς Ἀντίοχον τὸν Ἐπιφανῆ ἀναχωρῆσαι, μήτʼ εὐγενῆ τὴν ἐξουσίαν ἔχων, ὑπʼ ἀθυμίας φαρμακεύσας ἑαυτὸν ἐξέλιπε τὸν βίον.
35930	ΜΑΚΚΑΒΑΙΩΝ Β 10:14	παρέκαστα	παρ ἕκαστα	Yes	No	\vs{14}Γοργίας δὲ γενόμενος στρατηγὸς τῶν τόπων, ἐξενοτρόφει, καὶ παρέκαστα πρὸς τοὺς Ἰουδαίους ἐπολεμοτρόφει,
35983	ΜΑΚΚΑΒΑΙΩΝ Β 11:13	ἐλάσσωμα	ἐλάττωμα	Yes	No	\vs{13}Οὐκ ἄνους δὲ ὑπάρχων, πρὸς ἑαυτὸν ἀντιβάλλων τὸ γεγονὸς περὶ ἐαυτὸν ἐλάσσωμα, καὶ συννοήσας ἀνικήτους εἶναι τοὺς Ἑβραίους, τοῦ πάντα δυναμένου Θεοῦ συμμαχοῦντος αὐτοῖς,
35992	ΜΑΚΚΑΒΑΙΩΝ Β 11:21	Διοσκορινθίου	διὸς κορινθίου	Yes	No	\vs{21}Ἔῤῥωσθε· ἔτους ἑκατοστοῦ τεσσαρακοστοῦ ὀγδόου, Διοσκορινθίου εἰκοστῇ τετάρτῃ.
36033	ΜΑΚΚΑΒΑΙΩΝ Β 12:13	παμμιγέσιν	παμμειγέσιν	Yes	No	\vs{13}Ἐπέβαλε δὲ καὶ ἐπί τινα πόλιν γεφυροῦν ὀχυρὰν καὶ τείχεσι περιπεφραγμένην, καὶ παμμιγέσιν ἔθνεσι κατοικουμένην, ὄνομα δὲ Κάσπιν.
36038	ΜΑΚΚΑΒΑΙΩΝ Β 12:17	Τουβιήνους	τουβιανοὺς	Yes	No	\vs{17}Ἐκεῖθεν δὲ ἀποσπάσαντες σταδίους ἑπτακοσίους πεντήκοντα διήνυσαν εἰς τὸν Χάρακα, πρὸς τοὺς λεγομένους Τουβιήνους Ἰουδαίους.
36173	ΜΑΚΚΑΒΑΙΩΝ Β 14:41	περικατάληπτος	περικατάλημπτος	Yes	No	\vs{41}Τῶν δὲ πληθῶν μελλόντων τὸν πύργον καταλαβέσθαι, καὶ τὴν αὐλαίαν θύραν βιαζομένων, καὶ κελευόντων πῦρ προσάγειν καὶ τὰς θύρας ὑφάπτειν, περικατάληπτος γενόμενος ὑπέθηκεν ἑαυτῷ ξίφος,
36175	ΜΑΚΚΑΒΑΙΩΝ Β 14:43	εἰσβαλόντων	εἰσβαλλόντων	Yes	No	\vs{43}Τῇ δὲ πληγῇ μὴ κατευθικτήσας διὰ τὴν τοῦ ἀγῶνος σπουδὴν, καὶ τῶν ὄχλων εἴσω τῶν θυρωμάτων εἰσβαλόντων, ἀναδραμὼν γενναίως ἐπὶ τὸ τεῖχος, κατεκρήμνισεν ἑαυτὸν ἀνδρείως εἰς τοὺς ὄχλους.
36264	ΜΑΚΚΑΒΑΙΩΝ Γ 1:16	προπεσόντων	προσπεσόντων	Yes	No	\vs{16}Τῶν δὲ ἱερέων ἐν ταῖς ἁγίαις ἐσθήσεσι προπεσόντων, καὶ δεομένων τοῦ μεγίστου Θεοῦ βοηθεῖν τῇ ἐνεστώσῃ ἀνάγκῃ, καί τὴν ὁρμὴν τοῦ κακῶς ἐπιβαλλομένου μεταθεῖναι, κραυγῆς τε μετὰ δακρύων τὸ ἱερὸν ἐμπλησάνων,
36264	ΜΑΚΚΑΒΑΙΩΝ Γ 1:16	ἐνεστώσῃ	ἐνεστῶσιν	Yes	No	\vs{16}Τῶν δὲ ἱερέων ἐν ταῖς ἁγίαις ἐσθήσεσι προπεσόντων, καὶ δεομένων τοῦ μεγίστου Θεοῦ βοηθεῖν τῇ ἐνεστώσῃ ἀνάγκῃ, καί τὴν ὁρμὴν τοῦ κακῶς ἐπιβαλλομένου μεταθεῖναι, κραυγῆς τε μετὰ δακρύων τὸ ἱερὸν ἐμπλησάνων,
36265	ΜΑΚΚΑΒΑΙΩΝ Γ 1:17	ἀπολιπόμενοι	ἀπολειπόμενοι	Yes	No	\vs{17}οἱ κατὰ τὴν πόλιν ἀπολιπόμενοι, ταραχθέντες ἐξεπήδησαν, ἄδηλον τιθέμενοι τὸ γινόμενον.
36269	ΜΑΚΚΑΒΑΙΩΝ Γ 1:20	παραλιποῦσαι	παραλείπουσαι	Yes	No	\vs{20}Τὰ δὲ νεογνὰ τῶν τέκνων, αἵ τε πρὸς τούτοις μητέρες καὶ τιθηνοὶ παραλιποῦσαι ἄλλως καὶ ἄλλως, αἱ μὲν κατʼ οἴκους, αἱ δὲ κατὰ τὰς ἀγυιὰς ἀνεπιτρέπτως εἰς τὸ πανυπέρτατον ἱερὸν ἠθροίζοντο.
36339	ΜΑΚΚΑΒΑΙΩΝ Γ 3:6	θρυλλουμένην	θρυλουμένην	Yes	No	\vs{6}Τὴν μὲν οὖν περὶ τοῦ γένους ἐν πᾶσι θρυλλουμένην εὐπραξίαν οἱ ἀλλόφυλοι οὐδαμῶς διηριθμήσαντο.
36340	ΜΑΚΚΑΒΑΙΩΝ Γ 3:7	ἐθρύλλουν	ἐθρύλουν	Yes	No	\vs{7}Τὴν δὲ περὶ τῶν προσκυνήσεων καὶ τροφῶν διάστασιν ἐθρύλλουν, φάσκοντες μήτε τῷ βασιλεῖ μήτε ταῖς δυνάμεσιν ὁμοσπόνδους τοὺς ἀνθρώπους γενέσθαι, δυσμενεῖς δὲ εἶναι καὶ μέγα τι τοῖς πράγμασιν ἐναντιουμένους· καὶ οὐ τῷ τυχόντι περιήψαν ψόγῳ.
36343	ΜΑΚΚΑΒΑΙΩΝ Γ 3:9	ἠγνοηκώς	ἠγνοηκός	Yes	No	\vs{9}Μὴ γὰρ οὕτως παροραθήσεται τηλικοῦτο σύστεημα μηδὲν ἠγνοηκώς.
36362	ΜΑΚΚΑΒΑΙΩΝ Γ 3:23	παρέκαστα	παρ ἕκαστα	Yes	No	\vs{23}οὐ μόνον ἀπεστρέψαντο τὴν ἀτίμητον πολιτείαν, ἀλλὰ καὶ βδελύσσονται λόγῳ τε καὶ σιγῇ τοὺς ἐν αὐτοῖς ὀλίγους πρὸς ἡμᾶς γνησίως διακειμένους, παρέκαστα ὑφορώμενοι διὰ τῆς δυσκλεεστάτης ἐμβιώσεως διὰ τάχους ἡμᾶς καταστρέψαι τὰ κατορθώματα.
36375	ΜΑΚΚΑΒΑΙΩΝ Γ 4:1	προκατεσκιῤῥωμένης	προκατεσκιρωμένης	Yes	No	Παντῇ δὲ ὅπου προσέπιπτε τοῦτο τὸ πρόσταγμα, δημοτελὴς συνίστατο τοῖς ἔθνεσιν εὐωχία μετὰ ἀλαλαγμῶν καὶ χαρᾶς, ὡς ἄν τῆς προκατεσκιῤῥωμένης αὐτοῖς πάλαι κατὰ διάνοιαν, μετὰ παῤῥησίας συνεκφαινομένης ἀπεχθείας.
36430	ΜΑΚΚΑΒΑΙΩΝ Γ 5:20	ἐπιτέλλουσαν	ἐπιτελοῦσαν	Yes	No	\vs{20}τὴν ὠμότητα χείρονα Φαλάριδος ἐσχηκὼς ἔφη, τῷ τῆς σήμερον ὕπνῳ χάριν ἔχειν αὐτούς· ἀνυπερθέτως δὲ εἰς τὴν ἐπιτέλλουσαν ἡμέραν κατὰ τὸ ὅμοιον ἑτοίμασον τοὺς ἐλέφαντας ἐπὶ τὸν τῶν ἀθεμίτων Ἰουδαίων ἀφανισμόν.
36435	ΜΑΚΚΑΒΑΙΩΝ Γ 5:23	ἐκεκράγει	ἐκέκραγεν	Yes	No	\vs{23}Ἄρτι δὲ ἀλεκτρυὼν ἐκεκράγει ὄρθριος, καὶ τὰ θηρία καθωπλικὼς ὁ Ἕρμων ἐν τῷ μεγάλῳ περιστύλῳ διεκίνει.
36464	ΜΑΚΚΑΒΑΙΩΝ Γ 5:45	κατάστημα	κατάστεμα	Yes	No	\vs{45}Ὁ δὲ ἐλεφαντάρχης, τὰ θηρία σχεδὸν εἰπεῖν εἰς κατάστημα μανιῶδες ἀγηοχὼς, εὐωδεστάτοις πόμασιν οἴνῳ λελιβανωμένου φοβεραῖς κατεσκευασμένα σκευαῖς.
36464	ΜΑΚΚΑΒΑΙΩΝ Γ 5:45	ἀγηοχὼς	ἀγειοχὼς	Yes	No	\vs{45}Ὁ δὲ ἐλεφαντάρχης, τὰ θηρία σχεδὸν εἰπεῖν εἰς κατάστημα μανιῶδες ἀγηοχὼς, εὐωδεστάτοις πόμασιν οἴνῳ λελιβανωμένου φοβεραῖς κατεσκευασμένα σκευαῖς.
36508	ΜΑΚΚΑΒΑΙΩΝ Γ 6:26	ἐξαρχῆς	ἐξ ἀρχῆς	Yes	No	\vs{26}Τίς τοὺς ἐξαρχῆς εὐνοίᾳ πρὸς ἡμᾶς κατὰ πάντα διαφέροντας πάντων ἐθνῶν, καὶ τοὺς χειρίστους πλεονάκις ἀνθρώπων ἐπιδεδεγμένους κινδύνους, οὕτως ἀθέσμοις περιέβαλεν αἰκίαις;
36520	ΜΑΚΚΑΒΑΙΩΝ Γ 6:34	περιβαλλόμενοι	περιβαλόμενοι	Yes	No	\vs{34}Οἵ τε πρὶν εἰς ὄλεθρον καὶ οἰωνοβρώτους αὐτοὺς ἔσεσθαι τιθέμενοι, μετὰ χαρᾶς ἀπογραψάμενοι, κατεστέναξαν, αἰσχύνην ἐφʼ ἑαυτοῖς περιβαλλόμενοι, καὶ τὴν πυρίπνουν τόλμαν ἀκλεῶς ἐσβεσμένοι.
36537	ΜΑΚΚΑΒΑΙΩΝ Γ 7:4	προσφερόμενοι	προφερόμενοι	Yes	No	\vs{4}προσφερόμενοι μήποτε εὐσταθήσειν τὰ πράγματα ἡμῶν, διʼ ἣν ἔχουσιν οὗτοι πρὸς πάντα τὰ ἔθνη δυσμένειαν, μέχρις ἂν συντελεσθῇ τοῦτο.
36726	ΜΑΚΚΑΒΑΙΩΝ Δ 5:13	γεινομένῃ	γινομένῃ	Yes	No	\vs{13}καὶ γὰρ ἐνθυμήθητι, ὡς εἰ καί τις ἐστιν τῆσδε τῆς θρησκείας ἐποπτικὴ δύναμις, συγνωμονήσειν σοι ἐπὶ πᾶσιν διʼ ἀνάγκην παρανομίᾳ γεινομένῃ.
36760	ΜΑΚΚΑΒΑΙΩΝ Δ 6:2	γηραιὸν	γεραιὸν	Yes	No	\vs{2}Καὶ πρῶτον μὲν περιέδυσαν τὸν γηραιὸν ἐκκεκοσμημένον περὶ τὴν εὐσέβειαν εὐσχημοσύνην.
36769	ΜΑΚΚΑΒΑΙΩΝ Δ 6:9	ὑπέμενεν	ὑπέμενε	Yes	No	\vs{9}Ὁ δὲ ὑπέμενεν τοὺς πόνους, καὶ περιεφρόνει τῆς ἀνάγκης, καὶ διεκαρτέρει τοὺς αἰκισμοὺς,
36782	ΜΑΚΚΑΒΑΙΩΝ Δ 6:20	ἐπιβιώσωμεν	ἐπιβιώσομεν	Yes	No	\vs{20}Αἰσχρὸν γὰρ εἰ ἐπιβιώσωμεν ἀλίγον χρόνον,
36818	ΜΑΚΚΑΒΑΙΩΝ Δ 7:11	Ἀαρὸν	ααρων	Yes	No	\vs{11}Ὥσπερ γὰρ ὁ πατὴρ Ἀαρὸν τῷ θυμιατηρίῳ κατθωπλισμένος, διὰ τοῦ ἐθνοπλήθου ἐπιτρέχων τὸν ἐμπυριστὴν ἐνίκησεν ἄγγελον.
36839	ΜΑΚΚΑΒΑΙΩΝ Δ 8:2	γηραιᾶς	γεραιᾶς	No	Yes	\vs{2}Ταῦτα διαδεξαμένου τοῦ τυράννου, παρῆσαν ἀγόμενοι μετὰ γηραιᾶς μητρὸς ἑπτὰ ἀδελφοὶ, καλοί τε καὶ αἰδήμονες καὶ γενναῖοι καὶ ἐν παντὶ χαριέντες.
36852	ΜΑΚΚΑΒΑΙΩΝ Δ 8:12	προέθησαν	προέθεσαν	No	Yes	\vs{12}Ὡς δὲ τροχούς τε καὶ ἀρθενβόλους στρεβλωτήρια, καὶ τροχαντῆρας καὶ καταπέλτας καὶ λέβητας, τήγανά τε καὶ δακτυλήθρας, καὶ χεῖρας σιδηρᾶς καὶ σφῆνας, καὶ τὰ ζώπυρα τοῦ πυρὸς οἱ δορυφόροι προέθησαν, ὑπολαβὼν δὲ ὁ τύραννος, ἔφη, μειράκια φοβήθητε,
36866	ΜΑΚΚΑΒΑΙΩΝ Δ 8:25	θανατεφόρος	θανατηφόρος	No	Yes	\vs{25}Πόθεν ἡμῖν ἡ τοσαύτη ἐντέηκεν φιλονεικία, καὶ ἡ θανατεφόρος ἀρέσκει καρτερία, παρὸν μετὰ ἀταραξίας χρὴ τῷ βασιλεῖ πεισθέντας;
36890	ΜΑΚΚΑΒΑΙΩΝ Δ 9:15	μιαιρώτατε	μιερώτατε	Yes	No	\vs{15}Τύραννε μιαιρώτατε, καὶ τῆς οὐρανίου δίκης ἐχθρὲ, καὶ ὠμόφρον, οὐκ ἀνδροφονήσαντά με τοῦτον καταικίζεις τὸν τρόπον, οὐδὲ ἀσεβήσαντα, ἀλλα θείου νόμου προασπίζοντα.
36892	ΜΑΚΚΑΒΑΙΩΝ Δ 9:17	μιαιροὶ	μιεροὶ	Yes	No	\vs{17}ὁ δὲ εἶπεν, οὐχ οὕτως ἰσχυρὸς ὑμῶν ἐστιν ὁ τρόπος, ὦ μιαιροὶ διὰκονοι, ὥστε μου τὸν λογισμὸν ἄξαι· τέμνετέ μου μέλη, καὶ πυροῦτε τὰς σάρκας, καὶ στρεβλοῦτε τὰ ἄρθρα.
36906	ΜΑΚΚΑΒΑΙΩΝ Δ 9:28	παρδάλειοι	παρδάλεοι	Yes	No	\vs{28}ἀπὸ τῶν τενόντων ταῖς σιδηραῖς χερσὶν ἐπισπασάμενοι, μέχρι γε τῶν γενείων τὴν σάρκα πᾶσαν καὶ τὴν τῆς κεφαλῆς δορὰν οἱ παρδάλειοι θῆρες ἀπέσυραν· ὁ δὲ ταύτην βαρέως τὴν ἀλγηδόνα καρτερῶν, ἔλεγεν,
36911	ΜΑΚΚΑΒΑΙΩΝ Δ 9:32	μιαιρότατε	μιερώτατε	Yes	No	\vs{32}Σὺ δὲ ἐν ταῖς τῆς ἀσεβείας ἀπειλαῖς βασανίζῃ· οὐκ ἐκφεύξῃ δὲ, μιαιρότατε τύραννε, τὰς τῆς θείας ὀργῆς δίκας.
36924	ΜΑΚΚΑΒΑΙΩΝ Δ 10:10	μιαιρώτατε	μιερώτατε	Yes	No	\vs{10}ἔφη, ἡμεῖς μὲν ὦ μιαιρώτατε τύραννε, διὰ παιδείαν καί ἀρετὴν Θεοῦ ταῦτα πάσχομεν.
36933	ΜΑΚΚΑΒΑΙΩΝ Δ 10:17	πανμιαιρώτατος	πανμιερώτατος	Yes	No	\vs{17}Ταῦτα ἀκούσας ὁ αἱμοβόρος καὶ φονώδης καὶ πανμιαιρώτατος Ἀντίοχος, ἐκέλευσεν τὴν γλῶτταν αὐτοῦ ἐκτεμεῖν.
36971	ΜΑΚΚΑΒΑΙΩΝ Δ 11:25	μιαιροφαγίαν	μιεροφαγίαν	Yes	No	\vs{25}Τὸ γὰρ μὴ δυνηθῆναί σε μεταπεῖσαι τὸν λογισμὸν ἡμῶν, μήτε βιάσασθαι πρὸς τὴν μιαιροφαγίαν, οὐ κατάλυσίς ἐστιν σοῦ;
36983	ΜΑΚΚΑΒΑΙΩΝ Δ 12:6	στερηθῖσαν	στερηθεῖσαν	Yes	No	\vs{6}Καὶ ταῦτα παρακαλῶν, τὴν μητέρα τοῦ παιδὸς μετεπέμψατο, ὄπως αὐτὴν ἐμεήσαν υἱῶν στερηθῖσαν παρορμήσειεν ἐπὶ τὴν μσωτηρίαν, εὐπειθῆ τὸν περιλειπόμενον.
37022	ΜΑΚΚΑΒΑΙΩΝ Δ 13:16	παθοκρατείᾳ	παθοκρατίᾳ	Yes	No	\vs{16}Καθοπλισώμεθα τοιγαροῦν τῇ τοῦ θείου λογισμοῦ παθοκρατείᾳ.
37094	ΜΑΚΚΑΒΑΙΩΝ Δ 15:22	καυτερίοις	καυτηρίοις	Yes	No	\vs{22}Πηλίκαις καὶ πόσαις τότε ἡ μήτηρ, τῶν υἱῶν βασανιζομένων τροχοῖς τε καὶ καυτερίοις ἐβασανίζετο βασάνοις;
37109	ΜΑΚΚΑΒΑΙΩΝ Δ 16:1	γηραιὰ	γεραιὰ	Yes	No	Εἰ δὲ τοίνυν καὶ γυνὴ, καὶ γηραιὰ, καὶ ἑπτὰ παὶδων μήτηρ ὑπέμεινε τὰς μέχρι θανάτου βασάνους ὁρῶσα τῶν τέκνων· ὁμολογουμένως αὐτοκράτωρ ἐστὶν τῶν παθῶν ὁ εὐσεβὴς λογισμός.
